"Training Session","Í×áæÇÕàæÉÚæÏãç"
"rarely speaks when ","ÊáåĞŞåĞÖÙÊÖØæÄÚèĞçÊßæ"
"has trouble speaking when ","ÊáåÆàçĞÖÙÊÖØæÄÚèĞçÊßæ"
" rarely talks","ÊáåĞŞåÊÖİæÅàç"
"rarely starts conversations","ÊáåĞŞåÉÜĞåÄÖİæÊÖØæ"
"rarely speaks","ÊáåĞŞåĞÖÙÊÖØæ"
"talks about others behind their backs","ÒÜæÀİæÊßæÅàçÇÖáæÀÕÛçÑáç"
"pauses before speaking","ĞÖÙÊÖØæÌÕàçÅÕãçÄÖáæ"
" is excited during conversations, ","ÒÜæËÕŞÅàçÎÖãÈàåÄŞæÍÕãÃáæ"
" often interrupts others during conversations","ËÕãÏâçÒÜæËÕŞÅàçÎÖãÄØåÄÖàæÅØÑáç"
"has a habit of interrupting speakers","ÕßåÄØåÄÖàæÀÕÛçÑáçĞÖÙÊÖØæÄÚèÍÕçÈÖàæ"
" often can't help interrupting others","ËÕãÏâçÑáåÀÖæÎÖæÄØåÄÖàæÀÕÛçÑáç"
"will often touch others when greeting them","ÄØåÎŞÊÖĞçËÕãÏâçÏÖæÂÙÀÕÛçÑáç"
" is speaking","ÎãæÒÜæËÕâåÊÖØæ"
"often touches those to whom ","ËÕãÏâçËÕÛÏÖæÆØæÍÕÛÄÖİæĞÖİç"
" is nervous, ","ÊáåËÕáåÎâ"
"can't stand quiet pauses in conversations and always finds something to say","ÀÖæÆãçÑáåĞßæÅàçÊÖØæÎÖãàËÕãæÄÚèÅÕãçÄÖáæ,ÒÖãåÆãçÎŞåÄŞæÊÖØæÅÕç"
" never allows pauses to occur in conversation","ÓÖãçÀÖæ×áåÍ×åÒÜæÄÖİæÊÖØæÎÖãÃØĞãÒàæÅÕãç"
"often tells pointless stories when ","ËÕãÏâçËÕâåĞÖæÊŞçÖçÕæÕæÄÚèÈÖæĞæ"
"tends to be easily distracted during conversations","ÒÜæËÕŞÅàçÎÖãÑÖãçÕæÃáÍÕá"
"quite often tells pointless stories when ","ËÕãÏâçËÕâåĞÖæÊŞçÖçÕæÕæÄÚèÈÖæĞæ"
" often tells stories without any real point","ËÕãÏâçËÕâåÈÖæĞæäçÂİçÕßåÑáæÊÚçĞçËÕæÕæÕæ"
"will frequently ramble on with stories that don't have any point or even conclusion","ÊÖİæËÕãÏâçÅŞÅŞÀÖæË×ÛçÄÕæËÕâåĞÖæÂİçÕßåÑáæÊÚçÕæÕæĞáæÎæÂİçÕßåËÕÛçË×çÄÚèÈÖæĞæ"
"will often pause in conversation to look for the right word","ËÕãÏâçÊÖİæÒÜæÅàçÊÖØæÎÖãÅÕãçÍÕØæÇÜçÍ×áçÎŞåÊÚçĞæÄÚèÓç"
"tends to be very focused during conversations","ÒÜæËÕŞÅàçÎÖãÖâåÖâåÃİÏâçÎÖàÎÖæ"
" gets bored","ÈàåÄŞæÖçÇÕŞç"
" whenever ","ÂİåÄâ"
" all of the time","ÕÎçÕåÇÜç"
"is distracted from conversations easily when ","ÊáåÑÖãçÕæÃáÍÕá×çÅàçÊÖØæ"
"has a tendency to talk to inanimate objects","ÌÕãÍÕâæ×ç×åÖçĞãÂÕãæÄÚèÖæÅÕåËÕŞÅàç"
" starts talking to inanimate objects","ÉÜĞå×åÖçĞãÂÕãæÄÚèÖæÅÕåËÕŞÅàç"
" when ","Äâ"
" often starts talking to ","ËÕãÏâçÉÜĞåËÕŞÅàç"
" gets excited, ","ÀÕàæÄÚçËÕÄÖãæ"
"When there's a pause in a conversation, ","ÄâÅàçÊÖØæÕßåÅÕãçÄÖáæĞç,"
"starts talking to ","ÉÜĞåËÕŞÅàç"
"begins to stammer when ","ÉÜĞåËÕÛçËÕÛçÀØÀØÄÚèĞçÊßæ"
"'s surprised","ÊáåËÕãÕØæ"
"stutters occasionally","ßåäåÉßåÏ"
" becomes exasperated","ÀÕàæÄÚçÆŞåÆÖæ"
"often talks to inanimate objects when ","ËÕãÏâçÅàçÇÖáæÖçĞãÂÕãæÄÚèÖæÅÕå"
" gets bored, ","Ë×ÛçÄÚçÖçÇÕŞç"
" talks to inanimate objects when there is a lull in the conversation","ÄâÅàçÊÖØæÎÖãËÕàÕßåËÕàÍÕÛÄÚèĞçÊßæ,ÅØÊÖİæÄÖİæÖçĞãÂÕãæÄÚèÖæÅÕåĞÖÙÊÖØæ"
" breath","ÊÖÍÕ"
" starts to mutter under ","ÉÜĞåÄÕçÈÖÎÖÙç"
"'s bored","ÊáåÖçÇÕŞç"
"Whenever there's a pause in a conversation, ","ÂİåÄâÅàçÊÖØæÒàæÅÕãçĞç,"
"starts to stutter when ","ÉÜĞåËÕÛçÀØ"
"constantly mutters under ","ËÕãÏâçÄÕçÈÖÎÖÙç"
"always stutters when ","ÒÖãåĞæËÕÛçÀØ"
"skips wherever ","ÒÖãåĞæÅÕŞæÈÖÙæ"
"walks with a confident stride","ÕåÒæÍÕáæÄÚèÀÖæÃØçÍÕãçÒßå"
" tenses up when ","ËÕáåÎâÄÚèĞçÊßæ"
" becomes very rigid when ","ÀÕàæÄÚçÃİÏâçËÕâÕãæÄÚèĞçÊßæ"
" laughs very loudly","ÄØæĞãÏŞçÍÕŞæ"
" laughs loudly when ","ÍÕŞæÄÚèÊáåÄØæĞãÄâ"
"laughs silently","ÂÙæÂÙæÄÕæÍÕŞæ"
"laughs at ","ÏŞçÍÕŞæ"
" has a very unique laugh","ÕßåÕÎÖãåÄÖçÅÚæÄÚèÍÕŞæĞã"
"'s surprised, ","ÊáåËÕãÕØæ,"
"laughs in a unique way whenever ","×ãæÕÎÖãåÄÖçÅÚæÄÚèÃâĞæÍÕŞæÄâ"
"laughs in a distinct fashion when ","×ãæÕÎÖãåËÕÛçÑàçÀÖæÅÖãçÄÚèÃãÈÚçÍÕŞæÄâ"
"has a very distinct laugh","ÁãåÃÖæÄØæÍÕŞæ"
" laughs very loudly whenever ","ÂİåÄâÍÕŞæÄÚçÊáåÄØæĞã"
"cracks ","ÇÕÛæÃãç"
"often gives ","ËÕãÏâçÈİå"
"occasionally cracks ","ßåäåÇÕÛæÃãç"
"'s thinking hard","ÎãæÒÜæÂÕãçÔÉÖåÍÕâå"
"has a very distinct laugh for when ","ÕßåÃİÏâçÕßåÅÚæÄÕàåÄÚèÍÕŞæĞãÄâ"
"laughs in a unique way when ","×ãæÕÎÖãåÄÖçÅÚæÄÚèÃâĞæÍÕŞæÄâ"
" up and down when ","ĞâæĞâæÍÕØæÍÕØæÄâ"
"shakes ","ÕŞçÄÖãæ"
" often points and shakes ","ËÕãÏâçÄÕàåÊÚçÎáæÄÖãæ"
" gets exasperated, ","ÀİæËÕÆÖæ,"
"runs ","ÀáÁŞå"
" always points at others when greeting them","ÄØåÎŞÊÖĞçÒÖãåĞæÎåÎÖÙçÀÕÛçÑáç"
"has a habit of running ","ÜæÊŞåÔÜæÁŞå"
" through ","ÏÖàÈÖÙæ"
"has a habit of scratching ","ÕßåÄŞæÏÖåÇÖàæÈÖØÄÚèÍÕçÈÖàæ"
" often scratches ","ËÕãÏâçÈÖØĞâ"
" quite often","ËÕãÏâç"
"tends to scratch ","ÍÕâåÌ×æÎÖØÁÙæ"
" a lot","ÊáåÄÖÙ"
"always scratches ","ÒÖãåĞæÄŞæÏÖåÇÖàæÎÖØ"
"points and shakes ","ÄÕàåÊÚçÎáæÄÖãæ"
"often rubs ","ËÕãÏâçÓØ"
" often drums ","ËÕãÏâçÄØåÈÖå"
"drums ","ÈÖå"
" drums ","ÈÖå"
" gets excited, it's easy to tell because ","ÀÕàæÄÚèÍÕãÃáæ,ÎÚæÑÖãçÕæÃáÀÕàæÕáÖİç"
"has a habit of drumming ","ÕßåÌÕŞÈÖåÄÚèÍÕçÈÖàæ"
"'s sitting down","ÎãæÒÜæÒÖÙæÍÕØæ"
"'s bored, ","ÊáåÖçÇÕŞç"
"scratches ","ÎÖØ"
"repeatedly snaps ","ÃàåÃÖæÁÜĞÚæ"
"has the habit of answering questions with questions","Õßå×ãæÖáæÅÕçÊÖİçÄØçÖáæÅÕçÄÚèÍÕçÈÖàæ"
"snaps ","àæÉßæ"
"often snaps ","ËÕãÏâçÁÜÎŞæ"
" repeatedly when ","ÃàåÃÖæÄÚèĞçÊßæ"
"has a habit of snapping ","ÕßåÕŞåÑáçÄÚèÍÕçÈÖàæ"
"'s greeting somebody","ÎãæÍÕâæÂßåÑáçÄØåÎŞÊÖ"
"exhales sharply when ","Ë×æÇÕÛæÊÖÌÕæÄâ"
" has a habit of rolling ","ÕßåÄØåÈÖáåÄÚèÍÕçÈÖàæ"
" starts getting bored","ÉÜĞåÀÕàæÄÚçÖçÇÕŞç"
"exhales slowly and deliberately when ","ÊÖàåÂàæäçÉÚæÕæÄÕæÊÖÌÕæÄâ"
" breath out when ","ÊÖÌÕæÄâ"
"blows ","ÄØåËÕ"
"always takes a deep breath whenever ","ÂİåÄâĞçÒÖãåĞæĞáÍÕÕÉßåÌÕæ"
"inhales sharply when ","Ë×æÇÕÛæÍÕÌÕæÄâ"
"has a habit of staring at others","ÕßåÄÕãÎÖÙçÀÕÛçÑáçÉàæÄÚèÍÕçÈÖàæ"
" gets annoyed","ÀÕàæÄÚçÆŞåÆÖæ"
"winks during conversations","ÜæÒÜæÅàçÊÖØæĞçÎØåÕàå"
"winks when ","ÎØåÕàåÄâ"
"is quick to wink at others","ÊáåÉÖÜæËÕßæÊÖİæÄÖİæÀÕÛçÑáçÎØåÕàå"
"commonly winks as a form of greeting","ÅÖãÏâçÎØåÕàåÀÕŞåĞæÖáæÊßæ"
" constantly rolls ","ËÕãÏâçÈÖáåÄÖãæ"
" rolls ","ÇŞçÔÇÜçÔ"
"often has ","ËÕãÏâçÕßå"
" usually lowers ","ÅÖãÏâçÊÖİæËÕâæÄÕ"
"has a menacing stare when ","ÕßåÎÖÙçÍÕàåÚæÄÚèÆÕãçĞæÄâ"
" lowered to the ground","ËÕâæÄŞæÄÕæĞâæ"
"tends to stare unwaveringly when ","ÌÕãÍÕâæ×çÊŞçÀÖæÄÖãæÕŞçÄÕæÄÕãÎÖÙçÉàæÄâ"
"stares intently when ","ÄÕãÎÖÙçĞáçÂÚèĞçÊßæ"
"has a certain stare for when ","ÄÖİæ×çĞáçÂÚèĞçÊßæÕßåÕÄÕãæÄÚèÆÕãçĞæ"
"'s speaking to somebody","ÄÖİæÂßåÑáçĞÖÙÊÖØæ"
"taps ","ĞÖİåÇÖãçÅßç"
" usually starts tapping ","ÅÖãÏâçÊÖİæÉÜĞåÌÕŞÄØå"
" when there's a lull in conversation","ÒÜæÅàçÊÖØæÕßåÅÕãçÄÖáæÄÚèĞçÊßæ"
" constantly when ","ÀÖæÄÖàæÄÚèĞçÊßæ"
"lowers ","ËÕâæÄÕ"
"has a habit of tapping ","ÕßåÌÕãÁÜÄÚèÍÕçÈÖàæ"
" is speaking, ","ÒÜæËÕâåÊÖØæ"
"often lowers ","ÅÖãÏâçÊÖİæËÕâæÄÕ"
" become animated when ","ÀÕàæÄÚçÄÖãæÊÖØæÄÚèĞçÊßæ"
"has a nervous smile","ÒÜæËÕØåÍÕŞæ"
" jump all over the place when ","ÅÕŞæÇÜçÅÕŞæÌ×æÄÚèĞçÊßæ"
" move frantically when ","ÃãÉÖâçÄÕæÕçÄÖãæ"
" begin moving when ","ÉÜĞåÕçÄÖãæÄÚèĞçÊßæ"
" are animated when ","ÄÖãæÊÖØæĞç"
"stomps ","ËÕàæÅØæ"
" speaks","ĞÖÙÊÖØæ"
"has a habit of chewing on ","ÕßåË×åËÕŞçÄÚèÍÕçÈÖàæ"
" has a tendency to chew on ","ÕßåË×åËÕŞçÄÚèÌÕãÍÕâæ"
"bites ","ÕŞå"
"often bites ","ËÕãÏâçÕŞåÑáç"
"gives hugs out freely","ÔÖİçÕæÄÚèÈİå×å×ãÀŞæ"
" often greets others with a hug","ËÕãÏâç×ãæ×ãÀŞæÕãçËÕÛÀÕÛçÑáç"
" always smiles nervously","ËÕãÏâçËÕØåÍÕŞæ"
"When greeting others, ","ÒÜæÍÕâæÌÕçÅØÑáçÄØåÎŞÊÖÄÚèĞçÊßæ,"
" intently when ","ÑáæÎáÄÚèĞçÊßæ"
" often starts chewing on ","ËÕãÏâçÉÜĞåË×åËÕŞç"
"gnaws ","Éáå"
"idly chews ","ÇàåÔàæÄÚèËÕŞç"
" tends to chew on ","ÍÕâåÕŞæÌ×æË×åËÕŞç"
"tends to chew ","ÍÕâåÕŞæÌ×æË×åËÕŞç"
"gnaws on ","ÉáåÎÖÙç"
" has a habit of chewing on ","ÕßåË×åËÕŞçÄÚèÍÕçÈÖàæ"
"'s thinking, ","ÄÚèÍÕâåÃØå."
" stiffens up when ","ËÕâÕãæÄÚèĞçÊßæ"
" in a rigid posture","ÏÖå×çËÕâÕãæÄÚèÒĞæ"
" body becomes very still","ĞáÅÕåÀÕàæÄÚçÃİÏâçÁÕãçËÕãæ"
" has a slouching posture","ÀÜåÏÖÇàåÔàæÄÚèÒĞæ"
"slouches when ","ÇàåÔàæÄÚèĞçÊßæ"
"'s trying to remember something, ","ĞæÅÖçÊÖİçÕæÕÍÕÛĞæ"
"chews ","ËÕŞç"
"tends to stretch out when ","ÍÕâåÕŞæĞáÎàåÔæÎÄâ"
" body during pauses in conversation","ÅàçÊÖØæÅÕãçÄÖáæĞçÄÚèĞáÅÕå"
" stands up","ÌÕåÇÕæ"
" body after ","ĞáÅÕåÊßæ"
" out frequently","ËÕãÏâçÏÖÌ×æ"
"likes to stretch ","ÍÕåÊÖàĞáÎàå×áæÄÖãæ"
" is sitting down","ÎãæÒÜæÒÖÙæÍÕØæ"
"bounces ","ÃàåÄàæ"
"'s thinking hard, ","ÒÜæÆÖåÇÕæÔÉŞå,"
"licks ","ÅÕàå"
" frequently","ËÕãÏâç"
" has a habit of licking ","ÕßåÅÕàåĞæÄÚèÍÕçÈÖàæ"
"tends to stretch ","ÍÕâåÕŞæĞáÎàåÔæÎ"
" tends to stretch ","ÍÕâåÕŞæĞáÎàåÔæÎ"
"has a habit of stretching ","ÕßåĞáÎàåÔæÎÄÚèÍÕçÈÖàæ"
" body when ",",Äâ"
"clicks ","ÄÕÄØçËÕŞæ"
" is surprised","ÊáåËÕãÕØæ"
" repeatedly","ÃàåÃÖæ"
" clicks ","ÄÕÄØçËÕŞæ"
"has a habit of clicking ","ÕßåÃØÏÖÄÕÄØçĞãÄÚèÍÕçÈÖàæ"
" occasionally when ","ßåäåÄÚèĞçÊßæ"
" sticks out ","ÅÖÏÖ"
" sticks out when ","ËÕàÏçÄŞæÄÕå"
"--- Logging Sound ","---ËÕæÇÖæĞãÕá"
"Patrol ","Í×áçÇÖÙç"
"Retrieve ","ÎŞåÊÖİç"
"Kill ","ĞØ"
"Drive ","ËÕØæĞå"
"Drive any members of ","Ì×ÄÖãæÑáæÊÚçÏãç×àçÄÚè"
" various","ÈÚæÈÚæ"
"Cause trouble for ","ÒŞæÏãçÂØçÃàç"
" etc.","ÄãåÄãå."
"Defend ","ÃâçĞßå"
"Kill","ĞØ"
"Station","ÎÖæÒØÄÕàå"
"Train","Í×áæÇÕàæ"
"Unknown wood graphics material: ","ÖİæÎÄÚèÂÖæÓÜçÅÕÛÅÖçÓÜçÎæ:"
"wood graphics","ÂÖæÅßçÅÕÛÅÖç"
"Unknown boulder graphics material: ","ÖİæÎÄÚèĞçÅßçÅÕÛÅÖçÓÜçÎæ:"
"Unknown rough gem graphics material: ","ÖİæÎÄÚèÓÖÓŞÀŞåĞçÅÕÛÅÖçÓÜçÎæ:"
"rough gem graphics","ÓÖÓŞÄÚèÀŞåĞçÅÖçÍÕãç"
"bar graphics","ËÕáĞÖåÉÖÜæÅÕÛÅÖç"
"Unknown bar graphics material: ","ÖİæÎÄÚèÅÕŞçÄÕãæÅÕÛÅÖçÓÜçÎæ:"
"Statue shape adj not recognized: ","ÖçÃØåÀÕàæÀÕÛçÄÕŞÍÕâæÍÕãçÎÖâæÄÚèÍÕãçÑÖãçÓç:"
"cheese graphics","ÆÜåÇŞæÅÕÛÅÖç"
"Unknown cheese graphics material: ","ÖİæÎÄÚèÆÜåÇŞæÅÕÛÅÖçÓÜçÎæ"
"boulder graphics","Ë×æĞçÅÕÛÅÖç"
"Body part not found in caste(s): ","ÒÜæÎÖãåÍÕãæÎÖãÖçÃØåÎŞåÄŞæĞáÅÕåÀÖæÖİæ:"
"No items found in CONDITION_ITEM_WORN: ","ÂİçÕßåÒÜæCONDITION_ITEM_WORNÎŞåÄŞæÖæÁÕáå:"
"Failed to find PLANT_GRAPHICS plant ","ÖçÃØåÎŞåÄŞæPLANT_GRAPHICSÎçÖæ"
"Failed to find CREATURE_GRAPHICS creature ","ÖçÃØåÎŞåÄŞæCREATURE_GRAPHICSĞãÖæ"
"Failed to find CREATURE_CASTE_GRAPHICS creature caste ","ÖçÃØåÎŞåÄŞæCREATURE_CASTE_GRAPHICSĞãÖæÄÚèĞÚæÊÖİæÅÖàçÅÕå"
"Failed to find CREATURE_CASTE_GRAPHICS creature ","ÖçÃØåÎŞåÄŞæCREATURE_CASTE_GRAPHICSĞãÖæ"
"Image not found","ÖİæÎŞåÄŞæÅÖçÍÕâæ"
"GPU does not support non-power-of-two textures, using ","GPUÀÖæÎÏçnÙèn-ÁÙèwäè-Ùèf-tÖÙèÄÚèÅÕÛÅÖçÖáçÇÕå,Ğå×ãæ"
"GPU unable to accommodate texture catalog. Retry without graphical tiles, update your drivers, or better yet update your GPU.","GPUÖçÃØåÑÖãçÆØæÖáçÇÕåÂÖæÇÖæ.ÒÜæÂİçÕßåÅÖçÍÕãçÉÖÜæÄÚèÌÕãçÉÖâæÍÕØæÎÖãæĞæ,ÈãÍÕáÆÕáçÄÚèÌ×ÄÖãæÏãçÍ×æ,ÊÖÙæÎÚåÈãÊŞåÄÚèĞæÈãÍÕáÆÕáçÄÚèGPU."
"Tileset not found","ÅÕÛÅÖçÖİæÎŞåÄŞæ"
"Area inaccessible","ÄÕæÄÕàåÆàçÕåÄŞæÄØç"
"Nothing in cage","ÇÖãçÒåÇÕåĞáçÂÚèÄÖÂİçÕßå"
"Drop-off inaccessible","ÖçÃØåÄŞæÄØçÄÚèÇÖÙæËÕŞåÄÕàå"
"Building inaccessible","ËÕàæÎÖæÖæÖçÃØåËÕáæÑÖæ"
"No patient","ÂİçÕßåÀÕãæÑáç"
"Patient not resting","ÀÕãæÑáçÀÖæÍÕßÍÕ"
"Nothing to cage","ÂİçĞáçÂÚèÉÚåÇÖãçÕâåÄÚè"
"Nothing to catch","ÂİçĞáçÂÚèÉÚåÎÖØ"
"Resting injury","ĞßæĞâÍÕßÕâå"
"Animal inaccessible","ÄÖãæÖæÖçÃØåËÕáæÑÖæ"
"Incapable of carrying","ÖçÃØåÍÕÛçÄÜæ"
"Too injured","ĞßæĞâ"
"No partner","ÂİçÕßåÊÖÙåÀàæ"
"Item inaccessible","ÖæÁÕáåÔÖÙåÄÕãæ"
"Patient inaccessible","ÀÕãæÑáçÖçÃØåËÕáæÑÖæ"
"Infant inaccessible","ÕãäçÖçÃØåËÕáæÑÖæ"
"Need empty cage","Í×ÕŞæÉÖãÇÖãçÒå"
"Need valid, active sand collection zone","Í×ÕŞæÕßåÍÕŞæÄÚè,ËÕÊÖÙçÄÚèĞØÒåĞßËÕçÌ××æ"
"Need empty trap","Í×ÕŞæÉÖãÍÕàæËÕãå"
"Need empty bag","Í×ÕŞæÉÖãÄÜæÒå"
"Sand vanished","ĞØÒåÍÕŞĞÇÕŞå"
"Clay vanished","ÎàÅÖåÍÕŞĞÇÕŞå"
"Need valid, active clay collection zone","Í×ÕŞæÕßåÍÕŞæÄÚè,ËÕÊÖÙçÄÚèÎàÅÖåĞßËÕçÌ××æ"
"No available colony","ÂİçÕßåÉÚå×ãæÄÚèÎçÂÕáçÄÕæ"
"Interrupted by ","ÀİæÄØåÄÖàæÇÕŞå,ÕáÖİç"
"combat","ÎàæÄßå"
"Cannot reach site","ÖçÃØåÄŞæÄØçÄÕæÄÕàå"
"Getting married","ËÕÛçÊÖá"
"Moved","ÕçÄÖãæÄŞæ"
"Need empty bucket","Í×ÕŞæÉÖãÅÖãå"
"Inappropriate dig square","ÀÖæÊÚçĞæÄÚèÖØÃâ"
"Area became inappropriate","Ì××æÀÕàæÄÚçÀÖæÒÜæÊÚçĞæ"
" cancels ","Ì×åÍÕŞ"
"Unscheduled","ÀÖæÄÕãæÌÕÄÚè"
"Seeking Infant","Í×áçÎŞåÕãäç"
"Dangerous terrain","ÖİÍÕàåÄÕæÍÕãç"
"Handling dangerous creature","ÏÖåÇÕåÖİÍÕàåÄÚèĞãÖæ"
"Going to bed","Ì×æĞÖİæË×ÛçÇÕŞå"
"Job item lost or destroyed","ÈÖãÒÖÙæÖæÁÕáåÄÕßĞÊÖÙæÔÖáåÊÖÜæ"
"Getting food","ÊÖÙæÌ×åĞçÖæ"
"Forbidden area","ËÕáÌ×"
"Job item misplaced","ÈÖãÒÖÙæÍÕâæÂÖæÃâæÓÖÙæÇÕŞåÄÕæÃâ"
"Taken by mood","ÂÕçĞÇÕŞåÍÕáÎæ"
"Went insane","ÃãÇÕŞå"
"Oblivious","ÀÖæËÕãÕæ"
"Catatonic","ËÕáåÎâÍÕãç"
"Path blocked","ÇÖæËÕãæÀİæÒÖåÎå"
"Seeking artifact","Í×áçÎŞåÈÖãÕæÁÕáå"
"Throwing tantrum","ÃØÁÕçÌÕæ"
"Could not find path","ÎŞåÀÖæÄŞæÇÖæ"
"Miserable","ÀİÓàå"
"Mortified","ÍÕßÉÖİæ"
"Distressed","ÉÖåÆŞåÄÚè"
"Frightened","ÊÜæÁØæÄÚè"
"Too insane","ÅÜæÃãÉÖâçÇÕŞå"
"Too depressed","ÅÜæË×åÔâÇÕŞå"
"Shaken","ÄÖãæÕŞç"
"In existential crisis","ÏÖå×çÖİÍÕàåÎÖã"
"Grieving","ÀİĞâ"
"Too sad","ÅÜæÀİĞâ"
"Experiencing emotional shock","ËÕãÇÕæÌÕãçÍ×æÏÖãËÕ"
"Horrified","ËÕãÊÜæÄÚè"
"Despairing","Ë×ÛçÖâæ"
"Dismayed","Ë×åÔâ"
"In agony","ÅÖãæÉÖåÎÖã"
"Anguished","ÅÖãæÉÖå"
"Wrong justice state","ÓÖÙæÖæÄÚèÎãæÕæÎÖâæÅÜæ"
"Nothing in building","ÂİçÕßåÎãæÒÜæËÕàæĞÚæÄÚèËÕàæÎÖæ"
"No designated area","ÂİçÕßåÎåÄÕãæÌ××æ"
"No party","ÂİçÕßåÁÜæÄÖİæ"
"Terrified","ÃİÏâçÊÜæÁØæÄÚè"
"Mortally afraid","ËÕçÄÖæÉÖãåË×æ"
"Relieved","ÊÖàåËÕÛåÄÚè"
"Water is frozen","ĞÖİåËÕÛçÀÕãÇÕŞå"
"Building site submerged","ËÕàæÎÖæÈÖãÄÕæÀİæÕàÂİç"
"Animal not restrained","ÄÖãæÖæÀÖæÅÕãÊÖØæ"
"No item","ÂİçÕßåÖæÁÕáå"
"Item blocking site","ÖæÁÕáåÒÖåÔÜÇÕŞåÂßåÈÚæÄÕæÃâ"
"No building","ÂİçÕßåËÕàæÎÖæÖæ"
"No floor space","ÂİçÕßåÎàÄÕæÂÕàæËÕ"
"No creature","ÂİçÕßåĞãÖæ"
"Inappropriate building","ÀÖæĞæÄâÄÚèËÕàæÎÖæ"
"Need office","Í×ÕŞæÀàæÈÖãĞæ"
" in linked stockpile","ÒÜæÇÕàæËÕÛÄÚèÏÖåÖæÌ×ÎÖã"
"Bucket full of extraneous material","ÏàåÄßåÇÕåÎÖâÂàåÇÕŞåÄÖÙ×çÄÚèÖæÎæ"
"Well dry","ÈàÄÚçÊŞå"
"Ammunition inaccessible","ÖçÃØåÊÖÙæÌ×åÄàæÕŞæ"
"No ammunition","ÂİçÕßåÄàæÕŞæ"
"No weapon","ÂİçÕßåÖåÌÕæ"
"Wrong ammunition","ÓÖÙæÖæÄÚèÄàæÕŞæ"
"No food available","ÂİçÕßåĞçÖæ"
"Water source vanished","ĞÖİå×àçÍÕŞĞÇÕŞå"
"No infant","ÂİçÕßåÕãäç"
"Already leading creature","ÕåËÕãÏãçÖİçÇÕãåÍÕàÄÚèĞãÖæ"
"Creature occupying site","ĞãÖæÎàË×æÄÕæÁàç"
"No bucket at well","ÂİçÕßåÅÖãåÊŞå"
"No water source","ÂİçÕßåĞÖİå×àç"
"Water source contaminated","ĞÖİå×àçÀİæÖÑàå"
"metalcrafter","ËÕáĞÖåÈÖãËÕâæ"
"jeweler","ÎÖÀŞåËÕâæ"
"armorer","ÉÖİËÕØåËÕâæ"
"blacksmith","ÄÖàæÒŞæĞ"
"woodcrafter","ÂÖæÕæĞ"
"papermaker","ÒŞæÎåÈÖã"
"gem cutter","ÀŞåĞçÌÕÛÈÚĞ"
"gem setter","ÀŞåĞçÍÕâÌÕàæĞ"
"animal trainer","Í×áæĞßæĞ"
"trapper","ÕßæÀÖåÎÚå"
"ranger","ÕßçÍÕØç"
"animal caretaker","ÄÖãæÖæÊÖæÇÕå×àç"
"furnace operator","ÊÖÙåÇÖçÓŞÒÖÙæ×àç"
"weaponsmith","ÖåÌÕæËÕâæ"
"animal dissector","ÄÖãæÖæËÕÛåÁß×àç"
"metalsmith","ËÕáĞÖåÄÖàæÈÖã"
"woodcutter","ÌÕŞçÃÖ"
"stoneworker","ĞçÓÜçÈÖãÑáç"
"carpenter","ÂÖæËÕâæ"
"bowyer","ÆÖåËÕâæ"
"stone carver","ĞçÕæĞ"
"mason","ĞçËÕâæ"
"engraver","ÄÕŞÉÚæĞ"
"stonecutter","ĞçËÕâæ"
" suspended a linkage from ","ÒàæÅÕãçÇÕàæËÕÛ"
") has been completed.",")ÕåËÕãÖàçÏãç."
"No longer requested","ÀÖæÒÜæÕŞæÌÕßçÇÕŞå"
" suspended the construction of ","ÒàæÅÕãçËÕàæĞÚæ"
"miner","ÉÖâæÈÖã"
"woodworker","ÂÖæÈÖã"
" BY ","ÅÖãÈÖÙæ"
"Bad script! #2","ÊÖÜæËÕŞåÀáå!#2"
"Bad script! #3","ÊÖÜæËÕŞåÀáå!?#3"
"Need crutch","Í×ÕŞæÈÖÜåÎâæ"
"Bad script! #1","ÔÖáåÊÖÜæÄÚèËÕŞåÀáå!#1"
"No appropriate ammunition","ÂİçÕßåÊÚçĞæÄÚèÄàæÕŞæ"
"Not appointed","ÂİçÕßåÑáæÂÕãæ"
"Need bag containing powder suitable for cast application","ÂİçÕßåÊÚçĞæÄÚèÊàçÕßåÃáåÂÙæÄÚçÄŞæÄÜæÒåÇÜçËÕáæÍÕãçËÕŞÎÖæÓŞÒÖÙæ"
"No weapon for execution","ÂİçÕßåÎçÍÕãçÖåÌÕæ"
"Lost axe","ÕçĞÇÕŞåÃÖåÒå"
"Not responsible for trade","ÀÖæÃÖæÒÚçÂŞæÕæ"
"Getting something to drink","ÊÚÄÕàåÄÖãÍÕ"
"Using well","ÅÖÙåĞàæĞå×ãæ"
"Need thread","Í×ÕŞæÍÕæÍÕàæ"
"Need cloth","Í×ÕŞæÀÖæÁÕå"
"No available traction bench","ÂİçÕßåÉÚå×ãæÄÚèÌÕàÕáåÅÜç"
"Need splint","Í×ÕŞæËÕØÀàå"
"Invalid officer","ÖçÍÕŞæÄÚèÀàæÈÖãĞæ"
"\Farewell!\  Leaving","\×ãåÀÕÛçÇÕŞå!\ÇÕçÉÜ"
"Attacking building","ÈÖãËÕËÕàæÎÖæÖæ"
"Lost pick","ÕçĞÇÕŞåÊÚæÒÖİåÏÖç"
"Caged","ÇÖãç"
"In Custody","Ë×ÇÕßçÎÖã"
"Removed from guard","ÓÖãçËÕãåÖİæÎÖãÕçÏÖç"
